stateFips,countyFips,cases,date,deaths
27,029,2,2020-03-30,0
27,033,1,2020-03-30,0
27,037,46,2020-03-30,0
27,039,8,2020-03-30,0
27,041,1,2020-03-30,0
27,043,1,2020-03-30,0
27,045,7,2020-03-30,0
27,049,3,2020-03-30,0
27,053,190,2020-03-30,5
27,059,2,2020-03-30,0
27,061,1,2020-03-30,0
27,063,1,2020-03-30,0
27,067,1,2020-03-30,0
27,073,1,2020-03-30,0
27,079,13,2020-03-30,0
27,081,1,2020-03-30,0
27,087,1,2020-03-30,0
27,091,23,2020-03-30,2
27,093,1,2020-03-30,0
27,099,12,2020-03-30,0
27,103,3,2020-03-30,0
27,109,51,2020-03-30,0
27,111,1,2020-03-30,0
27,123,50,2020-03-30,2
27,129,1,2020-03-30,0
27,131,3,2020-03-30,0
27,139,10,2020-03-30,0
27,141,7,2020-03-30,0
27,143,1,2020-03-30,0
27,137,12,2020-03-30,0
27,145,5,2020-03-30,0
27,147,6,2020-03-30,0
90,027,0,2020-03-30,1
27,157,6,2020-03-30,0
27,161,3,2020-03-30,0
27,163,34,2020-03-30,0
27,165,1,2020-03-30,0
27,167,1,2020-03-30,0
27,169,5,2020-03-30,0
27,171,6,2020-03-30,0
28,001,7,2020-03-30,0
28,005,4,2020-03-30,0
28,007,9,2020-03-30,0
28,009,4,2020-03-30,0
28,011,11,2020-03-30,0
28,013,3,2020-03-30,0
28,015,1,2020-03-30,0
28,017,10,2020-03-30,0
28,019,5,2020-03-30,0
28,021,1,2020-03-30,0
28,023,1,2020-03-30,0
28,025,2,2020-03-30,0
28,027,18,2020-03-30,0
28,029,8,2020-03-30,0
28,031,1,2020-03-30,0
28,033,71,2020-03-30,1
28,035,19,2020-03-30,0
28,037,3,2020-03-30,0
28,039,3,2020-03-30,0
28,043,3,2020-03-30,0
28,045,15,2020-03-30,1
28,047,43,2020-03-30,1
28,049,66,2020-03-30,0
28,051,13,2020-03-30,1
28,053,2,2020-03-30,0
28,057,3,2020-03-30,0
28,059,34,2020-03-30,0
28,063,1,2020-03-30,0
28,067,5,2020-03-30,0
28,069,1,2020-03-30,0
28,071,13,2020-03-30,0
28,073,4,2020-03-30,0
28,075,15,2020-03-30,0
28,077,5,2020-03-30,0
28,079,5,2020-03-30,0
28,081,21,2020-03-30,1
28,083,15,2020-03-30,0
28,085,9,2020-03-30,0
28,087,10,2020-03-30,0
28,089,37,2020-03-30,0
28,091,4,2020-03-30,0
28,093,13,2020-03-30,0
28,095,5,2020-03-30,0
28,097,6,2020-03-30,0
28,099,4,2020-03-30,0
28,101,1,2020-03-30,0
28,103,2,2020-03-30,0
28,105,15,2020-03-30,0
28,107,5,2020-03-30,0
28,109,27,2020-03-30,0
28,111,2,2020-03-30,1
28,113,14,2020-03-30,0
28,115,3,2020-03-30,0
28,117,4,2020-03-30,0
28,119,4,2020-03-30,0
28,121,35,2020-03-30,1
28,123,7,2020-03-30,0
28,125,1,2020-03-30,0
28,127,2,2020-03-30,0
28,129,1,2020-03-30,0
28,133,10,2020-03-30,1
28,135,2,2020-03-30,0
28,137,9,2020-03-30,0
28,139,23,2020-03-30,2
28,143,6,2020-03-30,1
90,028,89,2020-03-30,2
28,145,3,2020-03-30,0
28,147,5,2020-03-30,0
28,149,1,2020-03-30,0
28,151,16,2020-03-30,0
28,155,3,2020-03-30,1
28,157,12,2020-03-30,2
28,159,4,2020-03-30,0
28,161,3,2020-03-30,0
28,163,5,2020-03-30,0
29,001,1,2020-03-30,0
29,005,1,2020-03-30,0
29,009,1,2020-03-30,0
29,013,1,2020-03-30,0
29,015,1,2020-03-30,0
29,017,1,2020-03-30,0
29,019,59,2020-03-30,1
29,021,3,2020-03-30,0
29,027,13,2020-03-30,0
29,029,11,2020-03-30,1
29,031,13,2020-03-30,0
29,035,2,2020-03-30,0
29,037,9,2020-03-30,0
29,039,5,2020-03-30,0
29,041,3,2020-03-30,0
29,043,12,2020-03-30,0
29,047,13,2020-03-30,0
29,049,4,2020-03-30,0
29,051,25,2020-03-30,0
29,053,1,2020-03-30,0
29,055,1,2020-03-30,0
29,069,6,2020-03-30,0
29,071,7,2020-03-30,0
29,077,48,2020-03-30,4
29,083,1,2020-03-30,1
29,095,56,2020-03-30,1
29,097,6,2020-03-30,0
29,099,18,2020-03-30,0
29,101,10,2020-03-30,0
29,107,17,2020-03-30,0
29,113,5,2020-03-30,0
29,117,1,2020-03-30,0
29,121,1,2020-03-30,0
29,125,1,2020-03-30,0
29,119,2,2020-03-30,0
29,135,2,2020-03-30,0
29,139,2,2020-03-30,0
29,141,1,2020-03-30,0
29,145,4,2020-03-30,0
29,151,1,2020-03-30,0
29,155,2,2020-03-30,0
29,157,12,2020-03-30,0
29,159,1,2020-03-30,0
29,163,1,2020-03-30,0
29,165,7,2020-03-30,0
29,169,7,2020-03-30,0
29,173,1,2020-03-30,0
29,175,1,2020-03-30,0
29,177,1,2020-03-30,0
29,179,2,2020-03-30,0
29,181,2,2020-03-30,0
29,201,5,2020-03-30,0
29,205,1,2020-03-30,0
29,183,56,2020-03-30,2
29,187,3,2020-03-30,0
29,189,556,2020-03-30,5
29,510,276,2020-03-30,1
29,207,2,2020-03-30,0
29,209,1,2020-03-30,0
29,213,2,2020-03-30,0
29,215,1,2020-03-30,0
29,219,2,2020-03-30,0
29,229,4,2020-03-30,0
30,007,3,2020-03-30,0
30,013,7,2020-03-30,0
30,023,2,2020-03-30,0
30,029,9,2020-03-30,0
30,031,67,2020-03-30,0
30,041,1,2020-03-30,0
30,043,2,2020-03-30,0
30,047,3,2020-03-30,0
30,049,11,2020-03-30,0
30,053,4,2020-03-30,1
30,057,4,2020-03-30,2
30,059,1,2020-03-30,0
30,063,12,2020-03-30,0
30,067,2,2020-03-30,0
30,081,1,2020-03-30,0
30,085,1,2020-03-30,0
30,093,9,2020-03-30,0
30,101,6,2020-03-30,2
30,111,26,2020-03-30,0
31,001,3,2020-03-30,0
31,019,6,2020-03-30,0
31,025,2,2020-03-30,0
31,047,1,2020-03-30,0
31,053,3,2020-03-30,0
31,055,75,2020-03-30,1
31,073,1,2020-03-30,0
31,079,6,2020-03-30,1
31,099,1,2020-03-30,0
31,107,2,2020-03-30,0
31,109,8,2020-03-30,0
31,111,5,2020-03-30,0
31,119,2,2020-03-30,0
31,127,1,2020-03-30,0
31,141,1,2020-03-30,0
31,153,13,2020-03-30,0
31,155,2,2020-03-30,0
31,157,1,2020-03-30,0
90,031,2,2020-03-30,0
31,177,9,2020-03-30,0
31,185,1,2020-03-30,0
32,510,5,2020-03-30,0
32,003,753,2020-03-30,14
32,005,5,2020-03-30,0
32,007,3,2020-03-30,0
32,013,1,2020-03-30,0
32,019,1,2020-03-30,0
32,023,1,2020-03-30,0
90,032,132,2020-03-30,0
32,031,111,2020-03-30,1
33,001,9,2020-03-30,0
33,003,10,2020-03-30,0
33,005,3,2020-03-30,0
33,009,29,2020-03-30,0
33,011,69,2020-03-30,2
33,013,18,2020-03-30,0
33,015,100,2020-03-30,1
33,017,17,2020-03-30,0
33,019,3,2020-03-30,0
90,033,56,2020-03-30,0
34,001,29,2020-03-30,0
34,003,2482,2020-03-30,23
34,005,178,2020-03-30,2
34,007,200,2020-03-30,1
34,009,9,2020-03-30,0
34,011,12,2020-03-30,1
34,013,1564,2020-03-30,13
34,015,89,2020-03-30,1
34,017,1314,2020-03-30,7
34,019,79,2020-03-30,0
34,021,249,2020-03-30,0
34,023,1123,2020-03-30,12
34,025,1030,2020-03-30,8
34,027,720,2020-03-30,8
34,029,874,2020-03-30,6
34,031,1091,2020-03-30,10
34,033,3,2020-03-30,0
34,035,349,2020-03-30,6
34,037,113,2020-03-30,1
90,034,3847,2020-03-30,161
34,039,1213,2020-03-30,7
34,041,68,2020-03-30,1
35,001,101,2020-03-30,1
35,005,8,2020-03-30,0
35,006,2,2020-03-30,0
35,009,3,2020-03-30,0
35,013,17,2020-03-30,0
35,015,4,2020-03-30,1
35,025,2,2020-03-30,0
35,031,9,2020-03-30,0
35,039,2,2020-03-30,0
35,041,1,2020-03-30,0
35,045,22,2020-03-30,0
35,047,1,2020-03-30,0
35,043,18,2020-03-30,0
35,049,34,2020-03-30,0
35,053,2,2020-03-30,0
35,055,9,2020-03-30,0
35,061,2,2020-03-30,0
36,001,217,2020-03-30,1
36,003,7,2020-03-30,0
36,005,6962,2020-03-30,368
36,007,35,2020-03-30,3
36,009,6,2020-03-30,0
36,011,3,2020-03-30,0
36,013,7,2020-03-30,0
36,015,15,2020-03-30,0
36,017,17,2020-03-30,0
36,019,17,2020-03-30,0
36,021,36,2020-03-30,1
36,023,10,2020-03-30,0
36,025,11,2020-03-30,0
36,027,392,2020-03-30,2
36,029,443,2020-03-30,7
36,031,5,2020-03-30,0
36,033,6,2020-03-30,0
36,035,1,2020-03-30,0
36,037,9,2020-03-30,0
36,039,10,2020-03-30,0
36,041,2,2020-03-30,0
36,043,12,2020-03-30,2
36,045,11,2020-03-30,0
36,047,10029,2020-03-30,536
36,051,13,2020-03-30,0
36,053,42,2020-03-30,1
36,055,246,2020-03-30,6
36,057,6,2020-03-30,0
36,059,7344,2020-03-30,39
36,061,6228,2020-03-30,250
36,063,41,2020-03-30,0
36,065,34,2020-03-30,0
36,067,228,2020-03-30,1
36,069,20,2020-03-30,0
36,071,1435,2020-03-30,5
36,073,4,2020-03-30,0
36,075,15,2020-03-30,0
36,077,17,2020-03-30,1
36,079,167,2020-03-30,0
36,081,11669,2020-03-30,563
36,083,52,2020-03-30,0
36,085,2565,2020-03-30,91
36,087,2511,2020-03-30,0
36,091,108,2020-03-30,1
36,093,80,2020-03-30,1
36,095,6,2020-03-30,0
36,097,2,2020-03-30,0
36,089,13,2020-03-30,0
36,101,19,2020-03-30,0
36,103,5791,2020-03-30,40
36,105,101,2020-03-30,0
36,107,7,2020-03-30,0
36,109,70,2020-03-30,0
36,111,190,2020-03-30,0
90,036,0,2020-03-30,348
36,113,18,2020-03-30,0
36,115,9,2020-03-30,0
36,117,15,2020-03-30,0
36,119,9326,2020-03-30,10
36,121,8,2020-03-30,1
37,001,8,2020-03-30,0
37,003,1,2020-03-30,0
37,005,2,2020-03-30,0
37,013,4,2020-03-30,0
37,015,6,2020-03-30,0
37,019,14,2020-03-30,0
37,021,21,2020-03-30,1
37,023,5,2020-03-30,0
37,025,41,2020-03-30,1
37,027,3,2020-03-30,0
37,031,10,2020-03-30,0
37,033,1,2020-03-30,0
37,035,15,2020-03-30,0
37,037,17,2020-03-30,0
37,039,6,2020-03-30,0
37,043,1,2020-03-30,0
37,045,5,2020-03-30,0
37,047,3,2020-03-30,0
37,049,4,2020-03-30,0
37,051,19,2020-03-30,0
37,057,19,2020-03-30,0
37,059,11,2020-03-30,0
37,061,2,2020-03-30,0
37,063,126,2020-03-30,0
37,065,3,2020-03-30,0
37,067,40,2020-03-30,0
37,069,11,2020-03-30,0
37,071,26,2020-03-30,0
37,077,8,2020-03-30,0
37,079,3,2020-03-30,0
37,081,44,2020-03-30,0
37,083,4,2020-03-30,0
37,085,16,2020-03-30,1
37,089,15,2020-03-30,0
37,091,4,2020-03-30,0
37,093,4,2020-03-30,0
37,097,25,2020-03-30,0
37,101,13,2020-03-30,1
37,105,2,2020-03-30,0
37,107,3,2020-03-30,0
37,109,3,2020-03-30,0
37,111,6,2020-03-30,0
37,119,387,2020-03-30,1
37,121,1,2020-03-30,0
37,123,5,2020-03-30,0
37,125,7,2020-03-30,0
37,127,8,2020-03-30,0
37,129,26,2020-03-30,0
37,131,32,2020-03-30,0
37,133,7,2020-03-30,0
37,135,35,2020-03-30,0
37,137,1,2020-03-30,0
37,139,2,2020-03-30,0
37,143,1,2020-03-30,0
37,145,1,2020-03-30,0
37,147,24,2020-03-30,0
37,149,3,2020-03-30,0
37,151,18,2020-03-30,0
37,155,2,2020-03-30,0
37,157,1,2020-03-30,0
37,159,22,2020-03-30,1
37,161,2,2020-03-30,0
37,163,2,2020-03-30,0
37,165,2,2020-03-30,0
37,167,5,2020-03-30,0
37,171,2,2020-03-30,0
37,175,3,2020-03-30,0
90,037,0,2020-03-30,1
37,179,42,2020-03-30,0
37,181,4,2020-03-30,0
37,183,177,2020-03-30,0
37,187,2,2020-03-30,0
37,189,5,2020-03-30,0
37,191,4,2020-03-30,0
37,193,2,2020-03-30,0
37,195,16,2020-03-30,0
37,197,1,2020-03-30,0
38,003,2,2020-03-30,0
38,015,29,2020-03-30,0
38,017,24,2020-03-30,1
38,023,1,2020-03-30,0
38,025,1,2020-03-30,0
38,031,1,2020-03-30,0
38,035,2,2020-03-30,0
38,049,1,2020-03-30,0
38,051,1,2020-03-30,0
38,055,2,2020-03-30,0
38,059,14,2020-03-30,0
38,061,4,2020-03-30,0
38,065,1,2020-03-30,0
38,069,2,2020-03-30,0
38,071,3,2020-03-30,0
38,085,1,2020-03-30,0
38,089,10,2020-03-30,0
90,038,0,2020-03-30,1
38,099,1,2020-03-30,0
38,101,9,2020-03-30,0
39,003,4,2020-03-30,0
39,005,2,2020-03-30,0
39,007,6,2020-03-30,0
39,009,3,2020-03-30,1
39,011,2,2020-03-30,0
39,013,8,2020-03-30,0
39,015,1,2020-03-30,0
39,017,30,2020-03-30,1
39,019,5,2020-03-30,0
39,021,3,2020-03-30,0
39,023,6,2020-03-30,2
39,025,9,2020-03-30,1
39,027,3,2020-03-30,0
39,029,11,2020-03-30,3
39,031,5,2020-03-30,0
39,033,5,2020-03-30,0
39,035,493,2020-03-30,9
39,037,12,2020-03-30,1
39,039,5,2020-03-30,0
39,041,38,2020-03-30,1
39,043,5,2020-03-30,1
39,045,13,2020-03-30,0
39,047,1,2020-03-30,0
39,049,281,2020-03-30,6
39,051,2,2020-03-30,0
39,053,1,2020-03-30,1
39,055,22,2020-03-30,0
39,057,3,2020-03-30,1
39,061,101,2020-03-30,5
39,063,3,2020-03-30,0
39,071,1,2020-03-30,0
39,075,1,2020-03-30,0
39,077,3,2020-03-30,1
39,081,7,2020-03-30,0
39,083,3,2020-03-30,0
39,085,43,2020-03-30,2
39,087,1,2020-03-30,0
39,089,21,2020-03-30,1
39,091,3,2020-03-30,0
39,093,78,2020-03-30,2
39,095,114,2020-03-30,5
39,097,5,2020-03-30,0
39,099,117,2020-03-30,11
39,101,7,2020-03-30,0
39,103,48,2020-03-30,1
39,107,2,2020-03-30,0
39,109,46,2020-03-30,7
39,113,31,2020-03-30,4
39,119,2,2020-03-30,0
39,123,2,2020-03-30,0
39,129,5,2020-03-30,0
39,131,1,2020-03-30,0
39,133,32,2020-03-30,1
39,135,1,2020-03-30,1
39,139,5,2020-03-30,0
39,141,1,2020-03-30,0
39,143,3,2020-03-30,0
39,147,3,2020-03-30,1
39,149,4,2020-03-30,0
39,151,44,2020-03-30,3
39,153,118,2020-03-30,7
39,155,42,2020-03-30,3
39,157,7,2020-03-30,0
39,159,4,2020-03-30,0
39,161,1,2020-03-30,0
39,165,20,2020-03-30,0
39,167,3,2020-03-30,0
39,169,7,2020-03-30,0
39,173,13,2020-03-30,0
39,175,1,2020-03-30,0
40,001,4,2020-03-30,0
40,009,1,2020-03-30,0
40,013,1,2020-03-30,0
40,015,1,2020-03-30,0
40,017,15,2020-03-30,0
40,019,1,2020-03-30,0
40,021,1,2020-03-30,0
40,023,1,2020-03-30,0
40,027,60,2020-03-30,5
40,031,12,2020-03-30,0
40,033,1,2020-03-30,0
40,035,1,2020-03-30,0
40,037,18,2020-03-30,1
40,039,4,2020-03-30,0
40,041,7,2020-03-30,0
40,047,2,2020-03-30,0
40,049,6,2020-03-30,0
40,051,3,2020-03-30,0
40,065,1,2020-03-30,0
40,071,20,2020-03-30,0
40,077,1,2020-03-30,0
40,079,1,2020-03-30,0
40,081,4,2020-03-30,0
40,083,4,2020-03-30,0
40,085,1,2020-03-30,0
40,097,4,2020-03-30,0
40,087,2,2020-03-30,0
40,101,7,2020-03-30,0
40,103,3,2020-03-30,0
40,105,4,2020-03-30,0
40,109,134,2020-03-30,4
40,111,3,2020-03-30,0
40,113,11,2020-03-30,0
40,115,6,2020-03-30,0
40,117,15,2020-03-30,1
40,119,14,2020-03-30,0
40,121,2,2020-03-30,0
40,123,3,2020-03-30,0
40,125,2,2020-03-30,0
40,131,1,2020-03-30,0
40,133,1,2020-03-30,0
40,135,2,2020-03-30,1
40,137,2,2020-03-30,0
40,139,1,2020-03-30,0
40,143,65,2020-03-30,3
40,145,8,2020-03-30,1
40,147,20,2020-03-30,0
41,003,9,2020-03-30,0
41,005,40,2020-03-30,3
41,007,3,2020-03-30,0
41,009,1,2020-03-30,0
41,017,25,2020-03-30,0
41,019,8,2020-03-30,0
41,023,1,2020-03-30,0
41,027,2,2020-03-30,0
41,029,20,2020-03-30,0
41,033,10,2020-03-30,0
41,035,4,2020-03-30,0
41,039,12,2020-03-30,1
41,041,1,2020-03-30,0
41,043,36,2020-03-30,2
41,047,123,2020-03-30,3
41,049,1,2020-03-30,0
41,051,100,2020-03-30,2
41,053,15,2020-03-30,0
41,057,3,2020-03-30,0
41,059,4,2020-03-30,0
41,061,1,2020-03-30,0
41,065,5,2020-03-30,0
41,067,168,2020-03-30,3
41,071,14,2020-03-30,2
42,001,8,2020-03-30,0
42,003,290,2020-03-30,2
42,005,3,2020-03-30,0
42,007,44,2020-03-30,0
42,011,82,2020-03-30,0
42,013,6,2020-03-30,0
42,015,3,2020-03-30,0
42,017,249,2020-03-30,4
42,019,49,2020-03-30,2
42,021,2,2020-03-30,0
42,023,1,2020-03-30,0
42,025,13,2020-03-30,0
42,027,24,2020-03-30,0
42,029,146,2020-03-30,0
42,031,1,2020-03-30,0
42,033,4,2020-03-30,0
42,037,6,2020-03-30,0
42,039,4,2020-03-30,0
42,041,24,2020-03-30,1
42,043,36,2020-03-30,0
42,045,303,2020-03-30,4
42,049,13,2020-03-30,0
42,051,11,2020-03-30,0
42,055,12,2020-03-30,0
42,059,7,2020-03-30,0
42,061,1,2020-03-30,0
42,063,2,2020-03-30,0
42,067,3,2020-03-30,0
42,069,62,2020-03-30,2
42,071,97,2020-03-30,2
42,073,10,2020-03-30,1
42,075,27,2020-03-30,0
42,077,231,2020-03-30,3
42,079,150,2020-03-30,3
42,081,4,2020-03-30,0
42,083,1,2020-03-30,0
42,085,7,2020-03-30,0
42,087,1,2020-03-30,0
42,089,182,2020-03-30,7
42,091,540,2020-03-30,5
42,093,10,2020-03-30,0
42,095,184,2020-03-30,5
42,097,1,2020-03-30,0
42,099,1,2020-03-30,0
42,101,1072,2020-03-30,8
42,103,39,2020-03-30,1
42,105,2,2020-03-30,0
42,107,30,2020-03-30,0
42,109,2,2020-03-30,0
42,111,2,2020-03-30,0
42,115,1,2020-03-30,0
42,117,1,2020-03-30,0
42,119,4,2020-03-30,0
42,121,1,2020-03-30,0
42,123,1,2020-03-30,0
42,125,26,2020-03-30,0
42,127,10,2020-03-30,0
42,129,55,2020-03-30,0
42,133,54,2020-03-30,0
72,999,174,2020-03-30,6
44,001,12,2020-03-30,0
44,003,27,2020-03-30,0
44,005,19,2020-03-30,1
44,007,156,2020-03-30,1
90,044,171,2020-03-30,7
44,009,23,2020-03-30,0
45,001,3,2020-03-30,0
45,003,9,2020-03-30,0
45,007,31,2020-03-30,1
45,011,1,2020-03-30,0
45,013,74,2020-03-30,1
45,015,14,2020-03-30,0
45,017,2,2020-03-30,0
45,019,123,2020-03-30,1
45,023,2,2020-03-30,0
45,025,6,2020-03-30,0
45,027,18,2020-03-30,1
45,029,5,2020-03-30,0
45,031,11,2020-03-30,0
45,033,1,2020-03-30,0
45,035,12,2020-03-30,0
45,037,2,2020-03-30,0
45,039,5,2020-03-30,0
45,041,15,2020-03-30,3
45,043,11,2020-03-30,0
45,045,88,2020-03-30,1
45,047,3,2020-03-30,0
45,051,32,2020-03-30,3
45,053,3,2020-03-30,0
45,055,99,2020-03-30,2
45,057,14,2020-03-30,0
45,059,3,2020-03-30,0
45,061,5,2020-03-30,0
45,063,41,2020-03-30,1
45,067,2,2020-03-30,0
45,069,2,2020-03-30,0
45,071,2,2020-03-30,0
45,073,4,2020-03-30,0
45,075,21,2020-03-30,0
45,077,13,2020-03-30,0
45,079,135,2020-03-30,2
45,081,1,2020-03-30,0
45,083,30,2020-03-30,0
45,085,34,2020-03-30,2
45,087,3,2020-03-30,0
45,089,2,2020-03-30,0
45,091,43,2020-03-30,0
46,003,1,2020-03-30,0
46,005,20,2020-03-30,0
46,009,1,2020-03-30,0
46,011,1,2020-03-30,0
46,013,3,2020-03-30,0
46,019,1,2020-03-30,0
46,023,1,2020-03-30,0
46,025,1,2020-03-30,0
46,027,3,2020-03-30,0
46,029,5,2020-03-30,0
46,035,2,2020-03-30,0
46,039,1,2020-03-30,0
46,047,1,2020-03-30,0
46,049,1,2020-03-30,0
46,057,1,2020-03-30,0
46,065,1,2020-03-30,0
46,067,2,2020-03-30,0
46,081,5,2020-03-30,0
46,083,4,2020-03-30,0
46,085,1,2020-03-30,0
46,091,1,2020-03-30,0
46,087,2,2020-03-30,0
46,093,1,2020-03-30,0
46,099,28,2020-03-30,0
46,103,5,2020-03-30,1
46,109,1,2020-03-30,0
46,121,1,2020-03-30,0
46,125,1,2020-03-30,0
46,127,1,2020-03-30,0
46,135,4,2020-03-30,0
47,001,6,2020-03-30,0
47,003,1,2020-03-30,0
47,005,3,2020-03-30,0
47,007,2,2020-03-30,0
47,009,9,2020-03-30,0
47,011,8,2020-03-30,0
47,013,4,2020-03-30,0
47,015,3,2020-03-30,0
47,017,5,2020-03-30,0
47,019,1,2020-03-30,0
47,021,8,2020-03-30,0
47,023,2,2020-03-30,0
47,025,2,2020-03-30,0
47,029,1,2020-03-30,0
47,031,1,2020-03-30,0
47,035,9,2020-03-30,0
47,037,443,2020-03-30,3
47,041,3,2020-03-30,0
47,039,1,2020-03-30,0
47,043,11,2020-03-30,0
47,045,3,2020-03-30,0
47,047,10,2020-03-30,0
47,051,6,2020-03-30,0
47,053,3,2020-03-30,0
47,055,1,2020-03-30,0
47,059,9,2020-03-30,0
47,061,2,2020-03-30,0
47,063,2,2020-03-30,0
47,065,35,2020-03-30,1
47,069,1,2020-03-30,0
47,071,1,2020-03-30,0
47,073,2,2020-03-30,0
47,075,2,2020-03-30,0
47,079,1,2020-03-30,0
47,083,2,2020-03-30,0
47,089,5,2020-03-30,0
47,091,2,2020-03-30,0
47,093,57,2020-03-30,1
47,101,2,2020-03-30,0
47,103,1,2020-03-30,0
47,105,8,2020-03-30,0
47,111,3,2020-03-30,0
47,113,3,2020-03-30,0
47,115,5,2020-03-30,0
47,119,8,2020-03-30,0
47,107,3,2020-03-30,0
47,109,1,2020-03-30,0
47,121,1,2020-03-30,0
47,123,3,2020-03-30,0
47,125,13,2020-03-30,0
47,129,1,2020-03-30,0
47,131,1,2020-03-30,0
80,047,150,2020-03-30,0
47,133,2,2020-03-30,0
47,135,2,2020-03-30,0
47,141,17,2020-03-30,0
47,145,2,2020-03-30,0
47,147,25,2020-03-30,0
47,149,48,2020-03-30,0
47,151,2,2020-03-30,0
47,155,6,2020-03-30,0
47,157,396,2020-03-30,1
47,159,1,2020-03-30,0
47,163,8,2020-03-30,0
47,165,179,2020-03-30,4
47,167,15,2020-03-30,0
47,169,1,2020-03-30,0
90,047,197,2020-03-30,4
47,171,1,2020-03-30,0
47,173,1,2020-03-30,0
47,179,14,2020-03-30,0
47,183,1,2020-03-30,0
47,185,1,2020-03-30,0
47,187,101,2020-03-30,0
47,189,27,2020-03-30,0
48,005,3,2020-03-30,0
48,007,2,2020-03-30,0
48,013,2,2020-03-30,0
48,015,2,2020-03-30,0
48,021,6,2020-03-30,0
48,027,36,2020-03-30,1
48,029,157,2020-03-30,6
48,031,1,2020-03-30,0
48,037,4,2020-03-30,0
48,039,68,2020-03-30,1
48,041,46,2020-03-30,2
48,049,3,2020-03-30,0
48,051,1,2020-03-30,0
48,053,3,2020-03-30,0
48,055,1,2020-03-30,0
48,057,6,2020-03-30,0
48,061,20,2020-03-30,0
48,067,2,2020-03-30,0
48,069,8,2020-03-30,0
48,071,5,2020-03-30,0
48,073,1,2020-03-30,0
48,085,134,2020-03-30,1
48,091,11,2020-03-30,2
48,093,1,2020-03-30,0
48,099,1,2020-03-30,0
48,103,2,2020-03-30,0
48,113,549,2020-03-30,18
48,115,3,2020-03-30,0
48,123,3,2020-03-30,0
48,117,2,2020-03-30,0
48,121,191,2020-03-30,2
48,133,4,2020-03-30,0
48,135,7,2020-03-30,0
48,141,40,2020-03-30,0
48,139,15,2020-03-30,0
48,143,3,2020-03-30,0
48,145,1,2020-03-30,0
48,147,1,2020-03-30,0
48,149,1,2020-03-30,0
48,157,119,2020-03-30,1
48,159,1,2020-03-30,0
48,165,1,2020-03-30,0
48,167,70,2020-03-30,0
48,181,7,2020-03-30,0
48,183,5,2020-03-30,0
48,185,2,2020-03-30,0
48,187,13,2020-03-30,0
48,189,1,2020-03-30,0
48,199,9,2020-03-30,0
48,201,563,2020-03-30,17
48,203,1,2020-03-30,0
48,209,16,2020-03-30,0
48,213,1,2020-03-30,0
48,215,28,2020-03-30,0
48,217,1,2020-03-30,0
48,219,7,2020-03-30,0
48,221,3,2020-03-30,0
48,223,2,2020-03-30,0
48,231,3,2020-03-30,0
48,239,1,2020-03-30,0
48,241,1,2020-03-30,0
48,245,18,2020-03-30,1
48,251,8,2020-03-30,1
48,255,2,2020-03-30,0
48,257,3,2020-03-30,0
48,259,7,2020-03-30,0
48,273,1,2020-03-30,0
48,277,3,2020-03-30,0
48,279,1,2020-03-30,0
48,285,1,2020-03-30,0
48,289,1,2020-03-30,0
48,291,2,2020-03-30,0
48,293,2,2020-03-30,0
48,299,3,2020-03-30,0
48,303,51,2020-03-30,1
48,305,2,2020-03-30,0
48,317,1,2020-03-30,0
48,321,20,2020-03-30,1
48,323,1,2020-03-30,0
48,309,36,2020-03-30,0
48,325,3,2020-03-30,0
48,329,13,2020-03-30,1
48,331,2,2020-03-30,0
48,337,1,2020-03-30,0
48,339,81,2020-03-30,0
48,341,1,2020-03-30,0
48,343,1,2020-03-30,0
48,347,2,2020-03-30,0
48,349,3,2020-03-30,0
48,355,22,2020-03-30,0
48,359,2,2020-03-30,1
48,361,5,2020-03-30,0
48,367,4,2020-03-30,0
48,373,1,2020-03-30,0
48,375,5,2020-03-30,0
48,381,6,2020-03-30,0
48,395,2,2020-03-30,0
48,397,4,2020-03-30,0
48,401,3,2020-03-30,0
48,407,1,2020-03-30,0
48,409,2,2020-03-30,0
48,419,2,2020-03-30,0
48,423,32,2020-03-30,1
48,427,2,2020-03-30,0
48,437,1,2020-03-30,0
48,439,238,2020-03-30,1
48,441,11,2020-03-30,0
48,445,4,2020-03-30,0
48,451,6,2020-03-30,0
48,453,206,2020-03-30,2
48,459,2,2020-03-30,0
48,463,2,2020-03-30,0
48,465,5,2020-03-30,0
48,467,2,2020-03-30,1
48,469,6,2020-03-30,0
48,471,3,2020-03-30,0
48,473,3,2020-03-30,0
48,477,8,2020-03-30,0
48,479,35,2020-03-30,2
48,481,6,2020-03-30,0
48,485,28,2020-03-30,0
48,489,2,2020-03-30,0
48,491,37,2020-03-30,1
48,493,2,2020-03-30,0
48,497,1,2020-03-30,0
48,503,1,2020-03-30,0
49,011,77,2020-03-30,1
80,049,19,2020-03-30,0
49,035,360,2020-03-30,2
49,037,4,2020-03-30,0
49,043,167,2020-03-30,0
49,045,9,2020-03-30,0
49,049,57,2020-03-30,0
49,051,44,2020-03-30,0
49,053,15,2020-03-30,1
50,001,17,2020-03-30,0
50,003,16,2020-03-30,0
50,005,2,2020-03-30,0
50,007,117,2020-03-30,4
50,011,9,2020-03-30,0
50,015,12,2020-03-30,0
50,017,3,2020-03-30,0
50,019,5,2020-03-30,0
50,021,6,2020-03-30,0
